date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year,pct_change,zscore,is_spike,spike_severity
2025-04-15,Southern Region,Mulanje,Muloza,797,-16.08,35.73,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,893.75,0.52,4,2025,147.23374827109268,3.054033691311052,True,Critical
2023-09-15,Southern Region,Mulanje,Muloza,797,-16.08,35.73,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,1600.0,1.46,9,2023,88.23529411764706,2.589871150344467,True,Critical
2022-09-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,365.0,0.36,9,2022,82.5,3.0570793604419375,True,Critical
2025-04-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1139.58,0.66,4,2025,212.21369863013697,3.101944885510101,True,Critical
2025-02-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1468.42,0.85,2,2025,63.15777777777778,2.524272354683298,True,Critical
2024-01-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,pulses and nuts,Pigeon peas,155,KG,aggregate,Retail,MWK,2400.0,1.44,1,2024,65.51724137931035,2.646445758751635,True,Critical
2025-09-15,Northern Region,Mzimba,Euthini,2227,-11.45,33.42,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1128.26,0.65,9,2025,362.40163934426226,3.131895257419647,True,Critical
2025-01-15,Northern Region,Mzimba,Euthini,2227,-11.45,33.42,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1200.0,0.7,1,2025,100.0,2.7841949927368104,True,Critical
2023-01-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,pulses and nuts,Beans,50,KG,aggregate,Retail,MWK,1700.0,1.69,1,2023,100.0,2.963871139588518,True,Critical
2023-01-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,1200.0,1.19,1,2023,166.66666666666666,2.8658821595723785,True,Critical
2025-05-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,550.0,0.32,5,2025,103.70370370370372,2.934129553703942,True,Critical
2025-09-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,1171.74,0.68,9,2025,113.04363636363637,2.907686429362861,True,Critical
2025-01-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,cereals and tubers,Maize (new harvest),1229,KG,aggregate,Retail,MWK,1100.0,0.64,1,2025,69.23076923076923,2.7404069378207554,True,Critical
2022-09-15,Northern Region,Mzimba,Manyamula,2228,-11.94,33.45,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,300.0,0.3,9,2022,76.47058823529412,2.922844866037911,True,Critical
2025-04-15,Northern Region,Mzimba,Manyamula,2228,-11.94,33.45,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,833.33,0.49,4,2025,177.7766666666667,3.057554279213667,True,Critical
2025-02-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,MWK,4000.0,2.32,2,2025,60.00000000000001,2.541820818537344,True,Critical
2022-09-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,cereals and tubers,Maize,51,KG,aggregate,Retail,MWK,363.5,0.36,9,2022,81.74999999999999,2.81165025440513,True,Critical
